Edad,Hombres,Mujeres,Categoría
31,-0.66547603,0.68282399000000005,Grandes ciudades
32,-0.66895609,0.68597697999999996,Grandes ciudades
33,-0.65739079,0.67867670000000002,Grandes ciudades
34,-0.66271553999999999,0.67036905000000002,Grandes ciudades
35,-0.66008586999999996,0.68290249000000003,Grandes ciudades
36,-0.67197825,0.69309409,Grandes ciudades
37,-0.68579380999999995,0.70980098000000003,Grandes ciudades
38,-0.69403605999999995,0.70910759000000001,Grandes ciudades
39,-0.71826562999999999,0.73643782000000002,Grandes ciudades
40,-0.73082524000000004,0.74902358999999996,Grandes ciudades
41,-0.74767605000000004,0.76702568999999998,Grandes ciudades
42,-0.75900586000000003,0.77878723999999999,Grandes ciudades
43,-0.78463530999999997,0.80568572999999999,Grandes ciudades
44,-0.79756123999999995,0.81305141999999997,Grandes ciudades
45,-0.79975916999999996,0.83380094000000005,Grandes ciudades
46,-0.80410269999999995,0.82410649000000002,Grandes ciudades
47,-0.79247197999999996,0.82421116000000005,Grandes ciudades
48,-0.77271676,0.80377562999999996,Grandes ciudades
49,-0.76105988000000002,0.80248041999999997,Grandes ciudades
50,-0.74414365999999998,0.78946291000000002,Grandes ciudades
51,-0.73255219000000005,0.77448296000000005,Grandes ciudades
52,-0.71439308999999995,0.77067582999999995,Grandes ciudades
53,-0.70868892999999999,0.77348866000000005,Grandes ciudades
54,-0.69911223,0.77895731999999995,Grandes ciudades
55,-0.69764694000000005,0.77174863000000005,Grandes ciudades
56,-0.68873746999999996,0.77783219000000003,Grandes ciudades
57,-0.69267542999999998,0.78383725000000004,Grandes ciudades
58,-0.65046992000000003,0.75063279000000005,Grandes ciudades
59,-0.63024371999999995,0.72403519999999999,Grandes ciudades
60,-0.59478898999999996,0.70087843000000005,Grandes ciudades
61,-0.59642435999999999,0.69891599000000004,Grandes ciudades
62,-0.57369932000000001,0.68281091000000005,Grandes ciudades
63,-0.55356470000000002,0.66401074999999998,Grandes ciudades
64,-0.53575883999999996,0.65801876999999998,Grandes ciudades
65,-0.49296458999999998,0.61123422999999999,Grandes ciudades
66,-0.47297388000000001,0.59689534,Grandes ciudades
67,-0.43512497999999999,0.56565332000000001,Grandes ciudades
68,-0.42735372999999999,0.55886327999999996,Grandes ciudades
69,-0.42993105999999998,0.55814372000000001,Grandes ciudades
70,-0.39921235999999999,0.52790908000000003,Grandes ciudades
71,-0.39131027000000002,0.51986308000000003,Grandes ciudades
72,-0.40246999999999999,0.54632983999999996,Grandes ciudades
73,-0.41314567000000002,0.56301056999999999,Grandes ciudades
74,-0.3800982,0.52071347000000001,Grandes ciudades
75,-0.35331746000000003,0.50108909000000001,Grandes ciudades
76,-0.36564157000000003,0.51928744000000004,Grandes ciudades
77,-0.34612185000000001,0.49911357000000001,Grandes ciudades
78,-0.32810665999999999,0.48432986,Grandes ciudades
79,-0.27733183,0.41075149,Grandes ciudades
80,-0.25253968999999998,0.37655273,Grandes ciudades
81,-0.29933731000000002,0.46231129999999998,Grandes ciudades
82,-0.17966779999999999,0.29577875999999997,Grandes ciudades
83,-0.19454309,0.32423412000000001,Grandes ciudades
84,-0.19930527000000001,0.35079244999999998,Grandes ciudades
85,-0.19753908000000001,0.36268483000000001,Grandes ciudades
86,-0.17635782,0.33114189999999999,Grandes ciudades
87,-0.15747916000000001,0.30683382999999997,Grandes ciudades
88,-0.14100776000000001,0.28812524,Grandes ciudades
89,-0.12297949,0.25807376999999998,Grandes ciudades
90,-0.099155480000000004,0.22240972000000001,Grandes ciudades
91,-0.078170470000000006,0.19667560000000001,Grandes ciudades
92,-0.062523300000000004,0.15899678,Grandes ciudades
93,-0.047648009999999998,0.13081615999999999,Grandes ciudades
94,-0.033531539999999999,0.10169357,Grandes ciudades
95,-0.024177239999999999,0.080198329999999998,Grandes ciudades
96,-0.016890059999999998,0.05994596,Grandes ciudades
97,-0.01204937,0.043631549999999998,Grandes ciudades
98,-0.0083076599999999997,0.03011689,Grandes ciudades
99,-0.0050238399999999999,0.021612989999999999,Grandes ciudades
100+,-0.010780329999999999,0.043173650000000001,Grandes ciudades
